"","year","country","topic","authors","no_authors","title","institution","journal","african_journal","impact","citations","model","genetic","research_types","adv_methods","plants","p_name","p_use","p_success","n_affiliations","international_collab","CC1","CC2","CC3","CC4","CC5","CC6","CC7","CC8","CC9","CC10","CC11","CC12","CC13","CC14","CC15","CC16","CC17","CC18","CC19","CC20","CC21","CC22","CC23","CC24","CC25","CC26","CC27","CC28","CC29","CC30","CC31","CC32"
"352",2005,44,2,"G. I. Stafford, A. K. Jager and J. van Staden",3,"Activity of traditional South African sedative and potentially CNS-acting plants in the GABA-benzodiazepine receptor assay","University of KwaZulu Natal, South Africa","J Ethnopharmacol","Yes",3.115,65,"Rat",0,"0",1,1,"Arctopus echitus, Artemisa afra, and Mentha aquatica","Sedative",1,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2005,44,7,"M. Sandager, N. D. Nielsen, G. I. Stafford, J. van Staden and A. K. Jager",5,"Alkaloids from Boophane disticha with affinity to the serotonin transporter in rat brain","University of KwaZulu Natal, South Africa","J Ethnopharmacol","Yes",3.115,43,"Rat",0,"0",0,1,"Boophane disticha","Anxiety",1,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",2005,44,3,"M. Venter, T. G. Myers, M. A. Wilson, T. J. Kindt, J. T. Paweska, F. J. Burt, P. A. Leman and R. Swanepoel",8,"Gene expression in mice infected with West Nile virus strains of different neurovirulence","National Institute for Communicable Diseases, South Africa","Virology","Yes",3.374,84,"Mice",0,"0",1,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2005,44,9,"D. W. Oliver, I. C. Dormehl and W. K. Louw",3,"Non-human primate SPECT model for determining cerebral perfusion effects of cerebrovasoactive drugs acting via multiple modes of pharmacological action","Pharmacology Potchefstroom University for CHE, South Africa, University of Pretoria, South Africa, Atomic Energy Corporation of South Africa","Febs j","Yes",2.44,4,"Baboon",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",2005,44,7,"S. Seedat, J. S. Videen, C. M. Kennedy and M. B. Stein",4,"Single voxel proton magnetic resonance spectroscopy in women with and without intimate partner violence-related posttraumatic stress disorder","University of Stellenbosch, South Africa","Prog Neuropsychopharmacol Biol Psychiatry","Yes",2.223,38,"Human",0,"1",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",2005,44,3,"O. A. Labeodan",1,"Spinal epidural haematoma mimicking spontaneous subarachnoid haemorrhage"," Johannesburg Hospital","S Afr Med J","Yes",1.699,6,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2005,44,1,"P. R. Manger, G. Engler, C. K. Moll and A. K. Engel",4,"The anterior ectosylvian visual area of the ferret: a homologue for an enigmatic visual cortical area of the cat?","University of the Witwatersrand, University Hospital Hamburg-Eppendorf","Surg Radiol Anat","Yes",2.832,33,"Cat",0,"0",0,0,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2005,44,6,"T. Young, J. E. Myers and M. L. Thompson",3,"The nervous system effects of occupational exposure to manganese--measured as respirable dust--in a South African manganese smelter","South African Medical Research Council, South Africa,  University of Cape Town South Africa.","Diabetes Care","Yes",3.069,28,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2005,44,2,"J. T. Butler",1,"The role of epilepsy surgery in southern Africa","University of Stellenbosch and Tygerberg Hospital","Med Sci Monit","Yes",0,8,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2005,44,4,"P. R. Manger and M. G. Rosa",2,"Visual thalamocortical projections in the flying fox: parallel pathways to striate and extrastriate areas","University of the Witwatersrand, Monash University, University Queensland","Neuroscience","Yes",3.412,10,"Fox",0,"0",0,0,NA,NA,NA,2,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2006,44,1,"M. Osman, J. C. Allan and B. Kramer",3,"A pharyngeal and ectopic hypophysis in a neonate with craniofacial abnormalities: a case report and review of development and structure","University of the Witwatersrand, South Africa","Cleft Palate Craniofac J","Yes",1.165,6,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",2006,44,3,"H. Maharaj, D. S. Maharaj and S. Daya",3,"Acetylsalicylic acid and acetaminophen protect against MPP+-induced mitochondrial damage and superoxide anion generation","Rhodes University","Life Sci","Yes",3.234,36,"Rat",0,"0",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",2006,44,3,"H. Maharaj, D. S. Maharaj and S. Daya",3,"Acetylsalicylic acid and acetaminophen protect against oxidative neurotoxicity","Rhodes University","Metab Brain Dis","Yes",2.441,45,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",2006,44,4,"F. J. Smith, P. R. Bartel, J. M. Hugo and P. J. Becker",4,"Anesthetic technique (sufentanil versus ketamine plus midazolam) and quantitative electroencephalographic changes after cardiac surgery","University of Pretoria, South Africa.","J Cardiothorac Vasc Anesth","Yes",1.627,5,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2006,44,7,"S. Korff and B. H. Harvey",2,"Animal models of obsessive-compulsive disorder: rationale to understanding psychobiology and pharmacology","University of StellenboschTygerbergSouth Africa","Psychiatr Clin North Am","Yes",2.819,120,"Rat",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",2006,44,2,"I. M. Mahomed and J. A. Ojewole",2,"Anticonvulsant activity of Harpagophytum procumbens DC [Pedaliaceae] secondary root aqueous extract in mice","University of KwaZulu-Natal, South Africa.","Brain Res Bull","Yes",3.44,58,"Mice",0,"0",0,1,"Harpagophytum procumbens DC","Anticonvulsant",1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2006,44,5,"P. Partab, K. Hurrinarain, L. Ramsaroop and K. S. Satyapal",4,"Atypical anastomosis of laryngeal nerves","University of KwaZulu-Natal, South Africa","Clin Anat","Yes",1.908,7,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2006,44,6,"B. E. Morgan",1,"Behavioral inhibition: a neurobiological perspective","University of Cape Town, South Africa.","Curr Psychiatry Rep","Yes",3.787,39,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2006,44,2,"R. van Toorn, J. F. Schoeman and P. R. Donald",3,"Brainstem tuberculoma presenting as eight-and-a-half syndrome","University of StellenboschTygerbergSouth Africa,","Eur J Paediatr Neurol","Yes",2.456,31,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",2006,44,3,"C. F. Hoogendijk and E. Pretorius",2,"Cavernous sinus anatomy as a basis for interpretation of the clinical picture and radiological investigations in a case of Entomophthorales infection","University of Pretoria, South Africa,","Clin Anat","Yes",1.908,4,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",2006,44,6,"N. Pather, P. Partab, B. Singh and K. S. Satyapal",4,"Cervico-thoracic ganglion: its clinical implications","University of the Witwatersrand, South Africa","Clin Anat","Yes",1.908,35,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",2006,44,9,"V. Ramanjam, C. Adnams, A. Ndondo, G. Fieggen, K. Fieggen and J. Wilmshurst",6,"Clinical phenotype of South African children with neurofibromatosis 1","University of Cape Town, South Africa.","J Child Neurol","Yes",1.665,5,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",2006,44,9,"S. Kauchali and L. L. Davidson",2,"Commentary: the epidemiology of neurodevelopmental disorders in Sub-Saharan Africa--moving forward to understand the health and psychosocial needs of children, families, and communities","University of Pretoria, South Africa,","Int J Epidemiol","Yes",8.36,9,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",2006,44,7,"W. C. van Staden",1,"Conceptual issues in undifferentiated somatoform disorder and chronic fatigue syndrome","University of Pretoria, South Africa.","Curr Opin Psychiatry","Yes",4.25,10,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",2006,44,4,"O. E. Osadchii, A. J. Woodiwiss and G. R. Norton",3,"Contractile responses to selective phosphodiesterase inhibitors following chronic beta-adrenoreceptor activation","University of the Witwatersrand, South Africa","Pflugers Arch","Yes",2.765,16,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",2006,44,1,"J. Marx, E. Pretorius and M. J. Bester",3,"Effects of Urginea sanguinea, a traditional asthma remedy, on embryo neuronal development","University of Pretoria, South Africa,","J Ethnopharmacol","Yes",3.115,21,"Chicken",0,"0",1,1,"Urginea sanguinea Shinz","Asthma",1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",2006,44,1,"N. Gregersen",1,"Facial asymmetry with colon atresia","University of the Witwatersrand, South Africa","Clin Dysmorphol","Yes",0.45,6,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2006,44,5,"A. Meyer and T. Sagvolden",2,"Fine motor skills in South African children with symptoms of ADHD: influence of subtype, gender, age, and hand dominance","University of Limpopo, South Africa,","Behav Brain Funct","Yes",2.449,118,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2006,44,3,"N. Singh, F. Seedat, V. Pillay, J. L. Sweet and M. P. Danckwerts",5,"Formulation and statistical optimization of novel double-incorporated PLA-PLGA microparticles within an alginate-pectinate platform for the delivery of nicotine","University of the Witwatersrand, South Africa","J Microencapsul","Yes",1.793,8,"Human",0,"0",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2006,44,1,"H. Rode, A. G. Fieggen, R. A. Brown, S. Cywes, M. R. Davies, J. P. Hewitson, E. B. Hoffman, L. D. Jee, J. Lawrenson, M. D. Mann, L. S. Matthews, A. J. Millar, A. Numanoglu, J. C. Peter, J. Thomas and H. Wainwright",16,"Four decades of conjoined twins at Red Cross Children's Hospital--lessons learned","Red Cross War Memorial Children’s Hospital, Rondebosch, Cape Town, South Africa.","S Afr Med J","No",0.955,53,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",2006,44,1,"K. A. Donald, R. Grotte, A. C. Crutchley and J. M. Wilmshurst",4,"Gillespie syndrome: two further cases","University of Cape Town, South Africa.","J Child Neurol","Yes",1.665,9,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2006,44,6,"G. Mitchell, A. Fuller, S. K. Maloney, N. Rump and D. Mitchell",5,"Guttural pouches, brain temperature and exercise in horses","University of Limpopo, South Africa,","Biol Lett","Yes",3.335,25,"Horse",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",2006,44,3,"A. Sabat, L. Moodley and H. Kathard",3,"Identity construction following traumatic brain injury: a case study","University of KwaZulu-Natal, South Africa","S Afr J Commun Disord","No",0.242,7,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",2006,44,9,"M. C. Madekurozwa",1,"Immunoreactivities to protein gene product 9.5, neurofilament protein and neuron specific enolase in nerves in the oviduct of the sexually immature ostrich, Struthio camelus","University of Pretoria, South Africa,","Onderstepoort J Vet Res","Yes",1.206,3,"Ostrich",0,"0",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",2006,44,9,"N. Pather and M. Osman",2,"Landmarks of the facial nerve: implications for parotidectomy","University of the Witwatersrand, South Africa","Surg Radiol Anat","Yes",1.003,59,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2006,44,3,"S. Theron, S. Andronikou, M. Grobbelaar, F. Steyn, A. Mapukata and J. du Plessis",6,"Localized basal meningeal enhancement in tuberculous meningitis","University of StellenboschTygerbergSouth Africa.","Pediatr Radiol","Yes",1.826,21,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2006,44,3,"S. H. Naude and D. B. Miller",2,"Magnetic resonance imaging findings of a metastatic chemodectoma in a dog","University of Limpopo, South Africa,","J S Afr Vet Assoc","No",0.93,9,"Dog",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",2006,44,3,"D. S. Maharaj, H. Maharaj, S. Daya and B. D. Glass",4,"Melatonin and 6-hydroxymelatonin protect against iron-induced neurotoxicity","Rhodes University","J Neurochem","Yes",4.609,49,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",2006,44,9,"R. Naude, W. Oelofsen, A. Takahashi, M. Amano and H. Kawauchi",5,"Molecular cloning and characterization of preproopiomelanocortin (prePOMC) cDNA from the ostrich (Struthio camelus)","Nelson Mandela Metropolitan University, South Africa.","Gen Comp Endocrinol","Yes",2.512,13,"Ostrich",0,"0",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",2006,44,3,"N. Padayatchi, S. Bamber, H. Dawood and R. Bobat",4,"Multidrug-resistant tuberculous meningitis in children in Durban, South Africa","University of KwaZulu-Natal, South Africa","Pediatr Infect Dis J","Yes",2.305,70,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",2006,44,9,"J. D. Uys, D. J. Stein and W. M. Daniels",3,"Neuroproteomics: relevance to anxiety disorders","University of StellenboschTygerbergSouth Africa","J Mol Histol","Yes",3.787,10,"Human",0,"0",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2006,44,3,"O. Osadchii, A. Woodiwiss, D. Deftereos and G. Norton",4,"Neurotensin-induced myocardial noradrenergic effects in spontaneously hypertensive rats","University of the Witwatersrand, South Africa","J Neurol Neurosurg Psychiatry","Yes",2.367,4,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",2006,44,3,"A. Dairam, P. Chetty and S. Daya",3,"Non-steroidal anti-inflammatory agents, tolmetin and sulindac, attenuate oxidative stress in rat brain homogenate and reduce quinolinic acid-induced neurodegeneration in rat hippocampal neurons","Rhodes University, South Africa.","Life Sci","Yes",2.441,14,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2006,44,2,"D. J. Stein and C. Lochner",2,"Obsessive-compulsive spectrum disorders: a multidimensional approach","University of Cape Town, South Africa.","Neuroscience","Yes",2.819,90,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",2006,44,1,"N. E. Jonas, M. Thandar, R. Pitcher and J. J. Fagan",4,"Primary neuroblastoma: a rare cause of a retropharyngeal mass in a neonate","University of StellenboschTygerbergSouth Africa","J Hand Surg Am","Yes",0.994,1,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2006,44,7,"J. K. Burns",1,"Psychosis: a costly by-product of social brain evolution in Homo sapiens","University of KwaZulu-Natal, South Africa.","Metab Brain Dis","Yes",4.185,69,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",2006,44,6,"G. S. Gericke",1,"Reactive oxygen species and related haem pathway components as possible epigenetic modifiers in neurobehavioural pathology","Ampath National Pathology Laboratories","Pharmacol Res","Yes",1.12,16,"Human",0,"0",1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",2006,44,3,"A. R. Horn, D. L. Woods, C. Thompson, I. Eis and M. Kroon",5,"Selective cerebral hypothermia for post-hypoxic neuroprotection in neonates using a solid ice cap","University of StellenboschTygerbergSouth Africa","Am J Physiol","No",0.955,51,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",2006,44,3,"J. M. Wilmshurst, J. Burgess, P. Hartley and B. Eley",4,"Specific neurologic complications of human immunodeficiency virus type 1 (HIV-1) infection in children","University of Cape Town, South Africa,","J Ethnopharmacol","Yes",1.665,27,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",2006,44,3,"R. Glanvill, J. M. Boon, F. Birkholtz, J. H. Meiring, A. N. van Schoor and L. Greyling",6,"Superficial radial nerve injury during standard K-wire fixation of uncomplicated distal radial fractures","University of KwaZulu-Natal","CNS Spectr","Yes",1.463,28,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2006,44,3,"A. A. Figaji, A. G. Fieggen, A. Argent and J. C. Peter",4,"Surgical treatment for ""brain compartment syndrome"" in children with severe head injury","University of Cape Town, South Africa.","Int J Impot Res","No",0.955,24,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2006,44,3,"S. J. van Rensburg, J. M. van Zyl, F. C. Potocnik, W. M. Daniels, J. Uys, L. Marais, D. Hon, B. J. van der Walt and R. T. Erasmus",9,"The effect of stress on the antioxidative potential of serum: implications for Alzheimer's disease","University of StellenboschTygerbergSouth Africa","Eur J Appl Physiol","Yes",2.441,12,"Human,Rat",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2006,44,3,"J. Marx, E. Pretorius and M. S. Bornman",3,"The neurotoxic effects of prenatal cardiac glycoside exposure: a hypothesis","University of Pretoria, South Africa,","South Afr J HIV Med","Yes",2.917,15,"Human",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2006,44,8,"J. Burns",1,"The social brain hypothesis of schizophrenia","University of KwaZulu-Natal, South Africa.","Clin Anat","Yes",30,148,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2006,44,3,"L. Ramsaroop, B. Singh, L. Allopi, J. Moodley, P. Partab and K. S. Satyapal",6,"The surgical anatomy of the parotid fascia","University of KwaZulu-Natal, South Africa","Brain Res","Yes",1.003,13,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2006,44,7,"C. B. Brink, B. H. Harvey and L. Brand",3,"Tianeptine: a novel atypical antidepressant that may provide new insights into the biomolecular basis of depression","Northwest University, South Africa.","J Inorg Biochem","Yes",1.179,55,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",2006,44,9,"M. Barrows",1,"Toxoplasmosis in a colony of sugar gliders (Petaurus breviceps)","Johannesburg Zoo, South Africa.","Psychol Trauma","Yes",0.908,10,"Sugar gliders",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2006,44,9,"E. Pretorius, M. S. Bornman, J. Marx, E. Smit and C. F. van der Merwe",5,"Ultrastructural effects of low dosage endocrine disrupter chemicals on neural cells of the chicken embryo model","University of Pretoria, South Africa.","Horm Metab Res","Yes",2.536,16,"Chicken",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
